,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count
13916,2016,0.01,0.02,0.01,0.0,0.04,,,11.0
13917,2011,0.0,0.03,0.0,0.0,0.04,,,
13918,2007,0.03,0.0,0.0,0.0,0.04,72.0,27.0,25.0
13919,2015,0.0,0.02,0.01,0.01,0.04,,,10.0
13920,1998,0.02,0.01,0.0,0.0,0.04,,,
13921,2001,0.03,0.01,0.0,0.0,0.04,,,
13922,2012,0.0,0.0,0.04,0.0,0.04,,,
13923,2011,0.0,0.03,0.0,0.0,0.04,60.0,10.0,17.0
13924,2009,0.0,0.0,0.04,0.0,0.04,,,
13925,2010,0.0,0.0,0.04,0.0,0.04,,,
13926,1999,0.02,0.01,0.0,0.0,0.04,,,
13927,2002,0.03,0.01,0.0,0.0,0.04,86.0,25.0,14.0
13928,2010,0.04,0.0,0.0,0.0,0.04,,,
13929,2015,0.0,0.04,0.0,0.0,0.04,,,
13930,,0.0,0.0,0.04,0.0,0.04,,,
13931,2007,0.03,0.01,0.0,0.0,0.04,42.0,10.0,5.0
13932,2001,0.0,0.0,0.04,0.0,0.04,,,
13933,2006,0.03,0.01,0.0,0.0,0.04,,,
13934,2010,0.03,0.0,0.0,0.0,0.04,,,
13935,2007,0.04,0.0,0.0,0.0,0.04,,,
13936,2005,0.02,0.01,0.0,0.0,0.04,51.0,16.0,16.0
13937,2009,0.04,0.0,0.0,0.0,0.04,,,
13938,2006,0.03,0.0,0.0,0.0,0.04,,,
13939,2009,0.02,0.02,0.0,0.0,0.04,72.0,21.0,16.0
13940,2010,0.04,0.0,0.0,0.0,0.04,,,
13941,2008,0.0,0.0,0.04,0.0,0.04,,,
13942,2015,0.0,0.04,0.0,0.0,0.04,72.0,8.0,31.0
13943,2003,0.03,0.01,0.0,0.0,0.04,80.0,17.0,4.0
13944,2015,0.0,0.0,0.04,0.0,0.04,,,
13945,1995,0.0,0.0,0.04,0.0,0.04,,,
13946,2009,0.03,0.0,0.0,0.0,0.04,,,
13947,2007,0.04,0.0,0.0,0.0,0.04,,,
13948,2006,0.0,0.0,0.04,0.0,0.04,,,
13949,2001,0.02,0.01,0.0,0.0,0.04,,,
13950,2008,0.04,0.0,0.0,0.0,0.04,,,
13951,2005,0.01,0.03,0.0,0.01,0.04,84.0,62.0,131.0
13952,1999,0.02,0.01,0.0,0.0,0.04,41.0,6.0,
13953,2006,0.0,0.0,0.04,0.0,0.04,,,
13954,1997,0.02,0.01,0.0,0.0,0.04,,,
13955,2012,0.0,0.0,0.04,0.0,0.04,,,
13956,2002,0.0,0.0,0.04,0.0,0.04,,,
13957,2015,0.0,0.0,0.04,0.0,0.04,,,
13958,2006,0.03,0.0,0.0,0.0,0.04,71.0,7.0,6.0
13959,2015,0.0,0.04,0.0,0.0,0.04,,,8.0
13960,1996,0.02,0.01,0.0,0.0,0.04,,,
13961,1999,0.02,0.01,0.0,0.0,0.04,,,
13962,2011,0.03,0.0,0.0,0.0,0.04,,,
13963,1996,0.02,0.01,0.0,0.0,0.04,,,
13964,2007,0.01,0.02,0.0,0.0,0.04,81.0,35.0,219.0
13965,1997,0.02,0.01,0.0,0.0,0.04,,,
13966,2014,0.0,0.0,0.04,0.0,0.04,,,
13967,2014,0.01,0.03,0.0,0.0,0.04,,,
13968,2004,0.03,0.01,0.0,0.0,0.04,75.0,7.0,11.0
13969,1996,0.0,0.0,0.04,0.0,0.04,,,
13970,2009,0.0,0.04,0.0,0.0,0.04,,,
13971,2002,0.03,0.01,0.0,0.0,0.04,38.0,12.0,
13972,1999,0.02,0.01,0.0,0.0,0.04,,,
13973,2012,0.0,0.0,0.04,0.0,0.04,,,
13974,2013,0.0,0.04,0.0,0.0,0.04,61.0,17.0,210.0
13975,2005,0.03,0.01,0.0,0.0,0.04,58.0,8.0,
13976,2012,0.0,0.0,0.04,0.0,0.04,,,
13977,2004,0.02,0.01,0.0,0.0,0.04,60.0,22.0,8.0
13978,2007,0.01,0.02,0.0,0.0,0.04,74.0,36.0,5.0
13979,2006,0.0,0.0,0.04,0.0,0.04,,,
13980,2002,0.03,0.01,0.0,0.0,0.04,,,
13981,2009,0.0,0.0,0.04,0.0,0.04,,,
13982,2006,0.0,0.0,0.04,0.0,0.04,,,
13983,2016,0.03,0.0,0.0,0.0,0.04,,,10.0
13984,2011,0.0,0.0,0.04,0.0,0.04,,,
13985,2013,0.02,0.01,0.0,0.0,0.04,49.0,7.0,4.0
13986,2014,0.0,0.0,0.04,0.0,0.04,,,
13987,2002,0.03,0.01,0.0,0.0,0.04,44.0,5.0,
13988,2014,0.01,0.03,0.0,0.0,0.04,58.0,16.0,498.0
13989,2006,0.03,0.0,0.0,0.0,0.04,39.0,4.0,10.0
13990,2002,0.0,0.0,0.04,0.0,0.04,,,
13991,2009,0.03,0.0,0.0,0.0,0.04,,,
13992,2003,0.02,0.02,0.0,0.0,0.04,83.0,40.0,396.0
13993,2006,0.0,0.0,0.04,0.0,0.04,,,
13994,2015,0.01,0.0,0.03,0.0,0.04,69.0,13.0,16.0
13995,2009,0.03,0.0,0.0,0.0,0.04,,,
13996,2008,0.03,0.0,0.0,0.0,0.04,68.0,15.0,8.0
13997,2008,0.0,0.0,0.04,0.0,0.04,,,
13998,2014,0.03,0.0,0.0,0.01,0.04,,,
13999,2005,0.03,0.0,0.0,0.0,0.04,,,
14000,2005,0.03,0.01,0.0,0.0,0.04,,,
14001,2006,0.0,0.0,0.04,0.0,0.04,,,
14002,2015,0.0,0.03,0.0,0.01,0.04,69.0,44.0,83.0
14003,2009,0.03,0.0,0.0,0.0,0.04,,,
14004,2011,0.0,0.03,0.0,0.0,0.04,66.0,4.0,48.0
14005,2007,0.02,0.01,0.0,0.0,0.04,74.0,21.0,25.0
14006,2008,0.03,0.0,0.0,0.0,0.04,,,
14007,2008,0.0,0.0,0.04,0.0,0.04,,,
14008,2006,0.0,0.03,0.0,0.01,0.04,74.0,32.0,43.0
14009,2010,0.0,0.03,0.0,0.0,0.04,,,
14010,2008,0.0,0.03,0.0,0.01,0.04,71.0,37.0,26.0
14011,2004,0.02,0.01,0.0,0.0,0.04,53.0,28.0,4.0
14012,2015,0.0,0.0,0.04,0.0,0.04,72.0,14.0,25.0
14013,2011,0.02,0.01,0.0,0.0,0.04,56.0,12.0,269.0
14014,2002,0.03,0.01,0.0,0.0,0.04,69.0,8.0,
14015,2010,0.0,0.0,0.04,0.0,0.04,,,
14016,2014,0.0,0.0,0.04,0.0,0.04,,,
14017,2010,0.0,0.0,0.04,0.0,0.04,,,
14018,2007,0.03,0.0,0.0,0.0,0.04,50.0,12.0,4.0
14019,2007,0.03,0.0,0.0,0.0,0.04,52.0,7.0,5.0
14020,2007,0.0,0.03,0.0,0.0,0.04,63.0,11.0,34.0
14021,2002,0.03,0.01,0.0,0.0,0.04,54.0,8.0,
14022,2010,0.0,0.0,0.04,0.0,0.04,,,
14023,2009,0.03,0.0,0.0,0.0,0.04,44.0,16.0,19.0
14024,2003,0.03,0.01,0.0,0.0,0.04,,,
14025,1994,0.0,0.0,0.04,0.0,0.04,,,
14026,2014,0.0,0.0,0.04,0.0,0.04,,,
14027,2006,0.0,0.0,0.04,0.0,0.04,64.0,9.0,9.0
14028,2005,0.02,0.01,0.0,0.0,0.04,74.0,35.0,17.0
14029,1999,0.02,0.01,0.0,0.0,0.04,,,
14030,2012,0.0,0.0,0.04,0.0,0.04,,,
14031,2013,0.0,0.0,0.04,0.0,0.04,,,
14032,2007,0.0,0.0,0.04,0.0,0.04,,,
14033,2005,0.03,0.01,0.0,0.0,0.04,63.0,4.0,
14034,2008,0.0,0.0,0.04,0.0,0.04,,,
14035,2004,0.03,0.01,0.0,0.0,0.04,69.0,11.0,8.0
14036,2011,0.0,0.03,0.0,0.01,0.04,,,
14037,2009,0.0,0.0,0.04,0.0,0.04,,,
14038,2006,0.01,0.02,0.0,0.0,0.04,73.0,18.0,57.0
14039,2009,0.0,0.0,0.04,0.0,0.04,,,
14040,2012,0.0,0.0,0.04,0.0,0.04,68.0,13.0,15.0
14041,2006,0.02,0.01,0.0,0.0,0.04,68.0,22.0,4.0
14042,2009,0.03,0.0,0.0,0.0,0.04,,,
14043,2004,0.0,0.03,0.0,0.0,0.04,67.0,19.0,50.0
14044,2015,0.0,0.0,0.04,0.0,0.04,,,
14045,2009,0.0,0.0,0.04,0.0,0.04,,,
14046,2006,0.03,0.01,0.0,0.0,0.04,82.0,31.0,14.0
14047,2016,0.0,0.0,0.04,0.0,0.04,,,
14048,1998,0.02,0.01,0.0,0.0,0.04,,,
14049,2008,0.03,0.0,0.0,0.0,0.04,62.0,13.0,
14050,2009,0.02,0.01,0.0,0.0,0.04,,,
14051,2002,0.03,0.01,0.0,0.0,0.04,42.0,9.0,
14052,2008,0.0,0.0,0.04,0.0,0.04,,,
14053,2005,0.02,0.01,0.0,0.0,0.04,45.0,25.0,8.0
14054,2006,0.0,0.0,0.04,0.0,0.04,,,
14055,2000,0.0,0.0,0.04,0.0,0.04,,,
14056,2005,0.03,0.01,0.0,0.0,0.04,56.0,13.0,
14057,2004,0.0,0.03,0.0,0.01,0.04,,,
14058,2007,0.03,0.0,0.0,0.0,0.04,37.0,14.0,7.0
14059,2005,0.03,0.01,0.0,0.0,0.04,,,
14060,2009,0.0,0.03,0.0,0.01,0.04,72.0,24.0,380.0
14061,2007,0.0,0.0,0.04,0.0,0.04,,,
14062,2011,0.0,0.03,0.0,0.01,0.04,84.0,55.0,667.0
14063,2002,0.03,0.01,0.0,0.0,0.04,65.0,9.0,
14064,2007,0.0,0.0,0.04,0.0,0.04,,,
14065,2006,0.01,0.03,0.0,0.0,0.04,,,
14066,2011,0.0,0.0,0.04,0.0,0.04,,,
14067,2010,0.0,0.0,0.04,0.0,0.04,,,
14068,2010,0.0,0.0,0.04,0.0,0.04,,,
14069,2009,0.0,0.0,0.04,0.0,0.04,,,
14070,2003,0.03,0.01,0.0,0.0,0.04,67.0,11.0,
14071,2006,0.0,0.0,0.04,0.0,0.04,,,
14072,2009,0.0,0.0,0.04,0.0,0.04,,,
14073,2008,0.03,0.0,0.0,0.0,0.04,67.0,30.0,29.0
14074,2004,0.02,0.01,0.0,0.0,0.04,,,
14075,2010,0.02,0.01,0.0,0.0,0.04,,,
14076,2006,0.0,0.0,0.04,0.0,0.04,,,
14077,2005,0.02,0.01,0.0,0.0,0.04,65.0,10.0,
14078,2012,0.0,0.0,0.04,0.0,0.04,,,
14079,2007,0.03,0.0,0.0,0.0,0.04,,,
14080,2016,0.0,0.03,0.0,0.0,0.04,70.0,11.0,28.0
14081,1996,0.02,0.01,0.0,0.0,0.04,,,
14082,2016,0.01,0.02,0.0,0.0,0.04,54.0,48.0,284.0
14083,2003,0.03,0.01,0.0,0.0,0.04,,,
14084,2003,0.03,0.01,0.0,0.0,0.04,55.0,22.0,5.0
14085,2006,0.03,0.0,0.0,0.0,0.04,,,
14086,2017,0.0,0.0,0.04,0.0,0.04,,,
14087,1994,0.0,0.0,0.04,0.0,0.04,,,
14088,2004,0.03,0.01,0.0,0.0,0.04,66.0,29.0,9.0
14089,2004,0.0,0.0,0.04,0.0,0.04,,,
14090,2007,0.0,0.0,0.04,0.0,0.04,,,
14091,2016,0.03,0.0,0.0,0.0,0.04,75.0,5.0,6.0
14092,2016,0.02,0.02,0.0,0.0,0.04,,,
14093,2015,0.02,0.0,0.0,0.01,0.04,71.0,24.0,30.0
14094,2010,0.03,0.0,0.0,0.0,0.04,,,
14095,2010,0.0,0.0,0.04,0.0,0.04,,,
14096,2001,0.03,0.01,0.0,0.0,0.04,,,
14097,2013,0.01,0.02,0.0,0.0,0.04,,,
14098,2008,0.0,0.03,0.0,0.01,0.04,90.0,26.0,607.0
14099,2009,0.0,0.0,0.04,0.0,0.04,,,
14100,2016,0.01,0.02,0.0,0.0,0.04,,,17.0
14101,2009,0.0,0.03,0.0,0.01,0.04,,,
14102,1999,0.02,0.01,0.0,0.0,0.04,,,
14103,2009,0.03,0.0,0.0,0.0,0.04,,,
14104,2016,0.01,0.02,0.0,0.01,0.04,,,
14105,2015,0.0,0.0,0.04,0.0,0.04,,,
14106,2009,0.0,0.03,0.0,0.0,0.04,64.0,14.0,17.0
14107,,0.0,0.0,0.04,0.0,0.04,,,
14108,2009,0.03,0.0,0.0,0.0,0.04,,,
14109,2006,0.0,0.0,0.04,0.0,0.04,66.0,25.0,6.0
14110,2003,0.0,0.03,0.0,0.0,0.04,80.0,19.0,57.0
14111,2009,0.0,0.0,0.04,0.0,0.04,,,
14112,2007,0.03,0.0,0.0,0.0,0.04,53.0,6.0,
14113,2010,0.0,0.0,0.04,0.0,0.04,,,
14114,2016,0.0,0.0,0.04,0.0,0.04,,,
14115,2009,0.02,0.01,0.0,0.0,0.04,,,
14116,2006,0.03,0.01,0.0,0.0,0.04,,,
14117,2010,0.0,0.0,0.04,0.0,0.04,,,
14118,2003,0.03,0.01,0.0,0.0,0.04,70.0,12.0,
14119,2005,0.03,0.0,0.0,0.0,0.04,,,
14120,2008,0.04,0.0,0.0,0.0,0.04,,,
14121,2008,0.0,0.03,0.0,0.01,0.04,75.0,47.0,478.0
14122,2003,0.03,0.01,0.0,0.0,0.04,,,
14123,2007,0.02,0.01,0.0,0.0,0.04,,,
14124,2010,0.0,0.03,0.0,0.01,0.04,,,19.0
14125,2008,0.03,0.0,0.0,0.0,0.04,,,
14126,2006,0.0,0.0,0.04,0.0,0.04,,,
14127,2006,0.03,0.01,0.0,0.0,0.04,68.0,33.0,16.0
14128,,0.0,0.0,0.04,0.0,0.04,,,
14129,2016,0.0,0.0,0.04,0.0,0.04,,,
14130,2003,0.02,0.01,0.0,0.0,0.04,71.0,6.0,10.0
14131,2007,0.03,0.0,0.0,0.0,0.04,,,
14132,2010,0.03,0.0,0.0,0.0,0.04,46.0,5.0,
14133,2012,0.0,0.0,0.04,0.0,0.04,,,
14134,1994,0.0,0.0,0.04,0.0,0.04,,,
14135,2011,0.0,0.0,0.04,0.0,0.04,,,
14136,2012,0.0,0.0,0.04,0.0,0.04,,,
14137,2011,0.0,0.03,0.0,0.0,0.04,,,
14138,2009,0.0,0.0,0.04,0.0,0.04,,,
14139,2013,0.02,0.01,0.0,0.0,0.04,,,
14140,2007,0.0,0.03,0.0,0.01,0.04,89.0,44.0,301.0
14141,2013,0.02,0.0,0.01,0.01,0.04,,,14.0
14142,2015,0.0,0.0,0.03,0.0,0.03,,,
14143,,0.03,0.0,0.0,0.0,0.03,63.0,5.0,
14144,2011,0.0,0.0,0.03,0.0,0.03,,,
14145,2006,0.02,0.01,0.0,0.0,0.03,53.0,5.0,
14146,2009,0.03,0.0,0.0,0.0,0.03,,,
14147,2008,0.0,0.0,0.03,0.0,0.03,,,
14148,2014,0.0,0.0,0.03,0.0,0.03,,,
14149,2016,0.0,0.0,0.03,0.0,0.03,,,
14150,2001,0.03,0.01,0.0,0.0,0.03,54.0,4.0,
14151,2013,0.0,0.0,0.03,0.0,0.03,,,
14152,2016,0.0,0.0,0.03,0.0,0.03,,,
14153,2010,0.0,0.0,0.03,0.0,0.03,,,
14154,2016,0.0,0.03,0.0,0.0,0.03,64.0,6.0,5.0
14155,2008,0.03,0.0,0.0,0.0,0.03,50.0,15.0,
14156,2005,0.03,0.01,0.0,0.0,0.03,51.0,5.0,
14157,2016,0.0,0.0,0.03,0.0,0.03,,,
14158,2007,0.0,0.03,0.0,0.01,0.03,83.0,26.0,242.0
14159,2016,0.0,0.0,0.03,0.0,0.03,,,
14160,2010,0.03,0.0,0.0,0.0,0.03,,,
14161,2014,0.0,0.03,0.0,0.0,0.03,73.0,70.0,580.0
14162,2012,0.0,0.0,0.03,0.0,0.03,,,
14163,2004,0.03,0.0,0.0,0.0,0.03,,,
14164,2014,0.0,0.03,0.0,0.0,0.03,53.0,9.0,22.0
14165,2002,0.03,0.01,0.0,0.0,0.03,67.0,8.0,4.0
14166,2009,0.0,0.0,0.03,0.0,0.03,,,
14167,2010,0.03,0.0,0.0,0.0,0.03,,,
14168,2009,0.0,0.0,0.03,0.0,0.03,,,
14169,2004,0.02,0.01,0.0,0.0,0.03,,,
14170,1998,0.0,0.0,0.03,0.0,0.03,,,
14171,2013,0.0,0.03,0.0,0.0,0.03,75.0,45.0,82.0
14172,2006,0.03,0.0,0.0,0.0,0.03,63.0,14.0,7.0
14173,2005,0.02,0.01,0.0,0.0,0.03,,,
14174,2009,0.0,0.03,0.0,0.0,0.03,,,
14175,2012,0.0,0.0,0.03,0.0,0.03,,,
14176,2008,0.0,0.0,0.03,0.0,0.03,,,
14177,2011,0.03,0.0,0.0,0.0,0.03,,,
14178,2002,0.0,0.0,0.03,0.0,0.03,,,
14179,2007,0.03,0.0,0.0,0.0,0.03,,,
14180,2003,0.02,0.01,0.0,0.0,0.03,,,
14181,2006,0.03,0.01,0.0,0.0,0.03,84.0,25.0,6.0
14182,2011,0.0,0.03,0.0,0.01,0.03,53.0,40.0,110.0
14183,2007,0.0,0.03,0.0,0.01,0.03,,,10.0
14184,2006,0.0,0.0,0.03,0.0,0.03,,,
14185,2015,0.0,0.0,0.03,0.0,0.03,,,
14186,2005,0.02,0.01,0.0,0.0,0.03,,,
14187,2016,0.0,0.03,0.0,0.0,0.03,,,
14188,2002,0.02,0.01,0.0,0.0,0.03,70.0,5.0,5.0
14189,2012,0.03,0.0,0.0,0.0,0.03,,,
14190,2006,0.02,0.01,0.0,0.0,0.03,,,
14191,2006,0.0,0.0,0.03,0.0,0.03,,,
14192,2011,0.0,0.03,0.0,0.01,0.03,55.0,7.0,33.0
14193,2008,0.0,0.03,0.0,0.0,0.03,58.0,7.0,19.0
14194,2016,0.0,0.0,0.03,0.0,0.03,,,
14195,2012,0.0,0.0,0.03,0.0,0.03,,,
14196,1998,0.0,0.03,0.0,0.0,0.03,,,50.0
14197,2006,0.0,0.03,0.0,0.01,0.03,71.0,33.0,54.0
14198,2007,0.0,0.0,0.03,0.0,0.03,,,
14199,2002,0.02,0.01,0.0,0.0,0.03,59.0,13.0,
14200,2005,0.03,0.01,0.0,0.0,0.03,,,
14201,2007,0.0,0.0,0.03,0.0,0.03,,,
14202,2003,0.02,0.01,0.0,0.0,0.03,60.0,12.0,
14203,2011,0.0,0.0,0.03,0.0,0.03,,,
14204,2012,0.0,0.0,0.03,0.0,0.03,,,
14205,1998,0.02,0.01,0.0,0.0,0.03,,,
14206,2006,0.0,0.03,0.0,0.01,0.03,82.0,35.0,528.0
14207,2006,0.0,0.0,0.03,0.0,0.03,,,
14208,2009,0.0,0.0,0.03,0.0,0.03,,,
14209,2016,0.03,0.0,0.0,0.01,0.03,77.0,15.0,15.0
14210,2009,0.02,0.01,0.0,0.0,0.03,72.0,31.0,78.0
14211,2006,0.0,0.0,0.03,0.0,0.03,,,
14212,,0.02,0.01,0.0,0.0,0.03,75.0,27.0,4.0
14213,2010,0.0,0.03,0.0,0.01,0.03,72.0,25.0,511.0
14214,1998,0.01,0.02,0.0,0.0,0.03,91.0,22.0,813.0
14215,2002,0.0,0.0,0.03,0.0,0.03,,,
14216,2008,0.03,0.0,0.0,0.0,0.03,,,
14217,2003,0.03,0.01,0.0,0.0,0.03,,,
14218,2008,0.03,0.0,0.0,0.0,0.03,,,
14219,2015,0.0,0.03,0.0,0.0,0.03,,,
14220,2001,0.02,0.01,0.0,0.0,0.03,68.0,10.0,
14221,2003,0.0,0.03,0.0,0.0,0.03,81.0,34.0,293.0
14222,2003,0.03,0.01,0.0,0.0,0.03,79.0,12.0,4.0
14223,2015,0.02,0.0,0.01,0.0,0.03,,,
14224,2016,0.0,0.0,0.03,0.0,0.03,,,
14225,2011,0.0,0.0,0.03,0.0,0.03,,,
14226,2001,0.0,0.0,0.03,0.0,0.03,,,
14227,2003,0.02,0.01,0.0,0.0,0.03,73.0,17.0,5.0
14228,2005,0.0,0.03,0.0,0.0,0.03,,,
14229,2005,0.03,0.01,0.0,0.0,0.03,60.0,10.0,4.0
14230,2007,0.0,0.0,0.03,0.0,0.03,32.0,7.0,4.0
14231,2007,0.0,0.0,0.03,0.0,0.03,,,
14232,2007,0.0,0.0,0.03,0.0,0.03,,,
14233,2004,0.02,0.01,0.0,0.0,0.03,62.0,30.0,4.0
14234,2004,0.02,0.01,0.0,0.0,0.03,48.0,9.0,7.0
14235,2005,0.02,0.01,0.0,0.0,0.03,67.0,18.0,19.0
14236,2008,0.0,0.0,0.03,0.0,0.03,,,
14237,1996,0.02,0.01,0.0,0.0,0.03,,,
14238,2013,0.0,0.0,0.03,0.0,0.03,,,
14239,2014,0.0,0.03,0.0,0.0,0.03,,,
14240,2005,0.03,0.01,0.0,0.0,0.03,,,9.0
14241,2014,0.01,0.02,0.0,0.0,0.03,,,6.0
14242,2006,0.03,0.0,0.0,0.0,0.03,41.0,4.0,6.0
14243,2011,0.0,0.0,0.03,0.0,0.03,,,
14244,2005,0.02,0.01,0.0,0.0,0.03,,,
14245,2009,0.0,0.02,0.0,0.01,0.03,66.0,29.0,9.0
14246,1993,0.0,0.0,0.03,0.0,0.03,,,
14247,2014,0.0,0.0,0.03,0.0,0.03,,,
14248,2011,0.0,0.0,0.03,0.0,0.03,,,
14249,2001,0.0,0.0,0.03,0.0,0.03,,,
14250,2009,0.0,0.0,0.03,0.0,0.03,,,
14251,2002,0.02,0.01,0.0,0.0,0.03,,,
14252,2006,0.0,0.0,0.03,0.0,0.03,,,
14253,2013,0.0,0.0,0.03,0.0,0.03,,,
14254,,0.03,0.0,0.0,0.0,0.03,,,
14255,2003,0.03,0.01,0.0,0.0,0.03,56.0,10.0,
14256,2008,0.0,0.0,0.03,0.0,0.03,,,
14257,2007,0.0,0.0,0.03,0.0,0.03,,,
14258,2008,0.03,0.0,0.0,0.0,0.03,,,
14259,2015,0.0,0.0,0.03,0.0,0.03,61.0,35.0,44.0
14260,2001,0.02,0.01,0.0,0.0,0.03,,,
14261,2012,0.0,0.0,0.03,0.0,0.03,,,
14262,2007,0.0,0.0,0.03,0.0,0.03,,,
14263,2015,0.0,0.0,0.03,0.0,0.03,,,
14264,1996,0.02,0.01,0.0,0.0,0.03,,,
14265,2007,0.0,0.0,0.03,0.0,0.03,,,
14266,1994,0.0,0.0,0.03,0.0,0.03,,,
14267,2011,0.0,0.0,0.03,0.0,0.03,,,
14268,2008,0.03,0.0,0.0,0.0,0.03,,,
14269,2015,0.0,0.0,0.03,0.0,0.03,,,
14270,2008,0.0,0.03,0.0,0.01,0.03,77.0,12.0,97.0
14271,1998,0.02,0.01,0.0,0.0,0.03,,,
14272,2011,0.0,0.03,0.0,0.01,0.03,63.0,12.0,27.0
14273,2006,0.0,0.03,0.0,0.01,0.03,84.0,46.0,108.0
14274,2003,0.03,0.01,0.0,0.0,0.03,36.0,11.0,5.0
14275,2005,0.02,0.01,0.0,0.0,0.03,,,
14276,2013,0.0,0.0,0.03,0.0,0.03,74.0,13.0,23.0
14277,2014,0.0,0.03,0.0,0.0,0.03,,,
14278,1995,0.0,0.0,0.03,0.0,0.03,,,
14279,2008,0.03,0.0,0.0,0.0,0.03,,,
14280,2009,0.0,0.0,0.03,0.0,0.03,,,
14281,1994,0.0,0.0,0.03,0.0,0.03,,,
14282,2002,0.02,0.01,0.0,0.0,0.03,59.0,21.0,4.0
14283,2010,0.03,0.0,0.0,0.0,0.03,,,
14284,2011,0.01,0.02,0.0,0.01,0.03,,,
14285,2009,0.0,0.0,0.03,0.0,0.03,,,
14286,2011,0.01,0.02,0.0,0.0,0.03,,,
14287,2015,0.0,0.0,0.03,0.0,0.03,,,
14288,2007,0.03,0.0,0.0,0.0,0.03,,,
14289,2011,0.03,0.0,0.0,0.0,0.03,,,
14290,2008,0.0,0.03,0.0,0.0,0.03,,,
14291,2006,0.0,0.0,0.03,0.0,0.03,,,
14292,2010,0.0,0.0,0.03,0.0,0.03,,,
14293,2006,0.0,0.03,0.0,0.01,0.03,,,
14294,2011,0.0,0.0,0.03,0.0,0.03,,,
14295,2005,0.01,0.0,0.02,0.0,0.03,71.0,49.0,37.0
14296,2016,0.02,0.0,0.0,0.01,0.03,73.0,12.0,
14297,1996,0.02,0.01,0.0,0.0,0.03,,,
14298,2011,0.0,0.03,0.0,0.01,0.03,,,
14299,2001,0.0,0.03,0.0,0.0,0.03,,,
14300,2003,0.0,0.0,0.03,0.0,0.03,,,
14301,2010,0.03,0.0,0.0,0.0,0.03,,,
14302,2002,0.02,0.01,0.0,0.0,0.03,71.0,14.0,
14303,2015,0.03,0.0,0.0,0.01,0.03,,,
14304,2011,0.03,0.0,0.0,0.0,0.03,,,
14305,2008,0.03,0.0,0.0,0.0,0.03,,,
14306,2015,0.0,0.0,0.03,0.0,0.03,,,
14307,2011,0.03,0.0,0.0,0.0,0.03,,,
14308,2006,0.02,0.01,0.0,0.0,0.03,57.0,4.0,7.0
14309,2008,0.03,0.0,0.0,0.0,0.03,,,
14310,2002,0.02,0.01,0.0,0.0,0.03,45.0,10.0,6.0
14311,2011,0.0,0.03,0.0,0.0,0.03,,,
14312,2006,0.03,0.0,0.0,0.0,0.03,70.0,18.0,8.0
14313,2001,0.0,0.03,0.0,0.0,0.03,,,
14314,2014,0.0,0.0,0.03,0.0,0.03,,,
14315,2013,0.0,0.0,0.03,0.0,0.03,,,
14316,2006,0.03,0.0,0.0,0.0,0.03,69.0,18.0,7.0
14317,2014,0.0,0.0,0.03,0.0,0.03,,,
14318,2012,0.0,0.03,0.0,0.0,0.03,,,
14319,2007,0.0,0.0,0.03,0.0,0.03,,,
14320,2005,0.03,0.0,0.0,0.0,0.03,41.0,31.0,
14321,2005,0.02,0.01,0.0,0.0,0.03,,,5.0
14322,2010,0.03,0.0,0.0,0.0,0.03,,,
14323,2010,0.0,0.03,0.0,0.0,0.03,64.0,7.0,18.0
14324,2009,0.0,0.03,0.0,0.01,0.03,,,
14325,2007,0.0,0.0,0.03,0.0,0.03,,,
14326,2009,0.0,0.0,0.03,0.0,0.03,,,
14327,,0.0,0.0,0.03,0.0,0.03,,,
14328,2009,0.0,0.03,0.0,0.0,0.03,78.0,39.0,282.0
14329,2015,0.0,0.0,0.03,0.0,0.03,,,
14330,2009,0.0,0.03,0.0,0.01,0.03,82.0,29.0,308.0
14331,2012,0.0,0.0,0.03,0.0,0.03,,,
14332,2015,0.0,0.0,0.03,0.0,0.03,,,
14333,2002,0.03,0.01,0.0,0.0,0.03,75.0,7.0,
14334,2013,0.0,0.03,0.0,0.0,0.03,,,
14335,2015,0.0,0.03,0.0,0.01,0.03,,,
14336,2013,0.0,0.0,0.03,0.0,0.03,,,
14337,2007,0.03,0.0,0.0,0.0,0.03,38.0,12.0,
14338,2007,0.0,0.0,0.03,0.0,0.03,,,
14339,2016,0.0,0.03,0.0,0.0,0.03,,,
14340,2003,0.03,0.01,0.0,0.0,0.03,,,
14341,2016,0.0,0.03,0.0,0.0,0.03,83.0,55.0,684.0
14342,2013,0.0,0.0,0.03,0.0,0.03,,,
14343,2008,0.0,0.0,0.03,0.0,0.03,,,
14344,2006,0.03,0.0,0.0,0.0,0.03,48.0,35.0,18.0
14345,2006,0.02,0.01,0.0,0.0,0.03,,,
14346,2000,0.02,0.01,0.0,0.0,0.03,,,
14347,2016,0.03,0.0,0.0,0.0,0.03,,,
14348,2010,0.0,0.03,0.0,0.0,0.03,75.0,16.0,218.0
14349,2008,0.0,0.0,0.03,0.0,0.03,,,
14350,2006,0.0,0.0,0.03,0.0,0.03,,,
14351,2006,0.0,0.03,0.0,0.01,0.03,,,7.0
14352,,0.0,0.0,0.03,0.0,0.03,,,
14353,2012,0.0,0.0,0.03,0.0,0.03,,,
14354,2005,0.02,0.01,0.0,0.0,0.03,,,
14355,2013,0.0,0.03,0.0,0.0,0.03,,,
